station,adf_stat,p_value
Laim,-7.925795787598529,3.6217835849367866e-12
Hirschgarten,-6.816134535629772,2.0569512158027194e-09
Donnersbergerbruecke,-5.613742726682228,1.1872923749916963e-06
Hackerbruecke,-6.833590852230532,1.866761427930326e-09
Hauptbahnhof_tief,-10.133046219269866,8.814614986526858e-18
Karlsplatz_Stachus,-5.997723205434244,1.6859284474449336e-07
Marienplatz,-6.915801106927059,1.1803843970755087e-09
Isartor,-9.670334402090464,1.281975893467774e-16
Rosenheimer_Platz,-5.832319646915333,3.9487681872562856e-07
Ostbahnhof,-7.123955172069591,3.661113114649597e-10
Leuchtenbergring,-5.606214111841362,1.232551349562728e-06
Pasing,-4.565885531915443,0.00014922106886099888
Laim,-5.707733481010323,7.42106797977886e-07
Hirschgarten,-4.394580070570813,0.00030345757958117085
Donnersbergerbruecke,-4.730334229965303,7.377765104375884e-05
Hackerbruecke,-4.609371707627355,0.00012412838743855513
Hauptbahnhof_tief,-4.060979371875955,0.0011227980006986397
Karlsplatz_Stachus,-3.864876442429439,0.0023090937904078706
Marienplatz,-3.6241075830110927,0.005316519923646675
Isartor,-3.8548949565656456,0.0023930458382975753
Rosenheimer_Platz,-3.532274205870807,0.007195894864601054
Ostbahnhof,-5.470819760414793,2.400976429540322e-06
Leuchtenbergring,-3.382456501164888,0.011571666291945337
Pasing,-1.4014917472820938,0.5815607475387118
Laim,-2.5618009898967147,0.10115199064346048
Hirschgarten,-6.410437971781434,1.8967192894155857e-08
Donnersbergerbruecke,-10.008949640273734,1.7999765839372346e-17
Hackerbruecke,-9.232201844045688,1.666690135904042e-15
Hauptbahnhof_tief,-9.101000214334752,3.6059625297827606e-15
Karlsplatz_Stachus,-8.54866403236288,9.351849884059984e-14
Marienplatz,-4.533049688387621,0.00017129867419420902
Isartor,-4.61338123883394,0.00012202942571884923
Rosenheimer_Platz,-8.450872860132797,1.6637749430637396e-13
Ostbahnhof,-10.838292288596213,1.640532914355247e-19
Leuchtenbergring,-8.002076683092158,2.3195117077830533e-12
Pasing,-3.5712005480476323,0.00633609060745353
Laim,-4.897288383505517,3.5300687629026694e-05
Hirschgarten,-3.0828831680720956,0.02784611738164951
Donnersbergerbruecke,-12.704306750358349,1.0632647525009691e-23
Hackerbruecke,-7.383629986062116,8.34660105863074e-11
Hauptbahnhof_tief,-8.459644933767235,1.5800080125904494e-13
Karlsplatz_Stachus,-12.13684617166304,1.6858723222302578e-22
Marienplatz,-10.102501445994182,1.0504809788382655e-17
Isartor,-5.090508344348837,1.4648343842269631e-05
Rosenheimer_Platz,-7.204023693076791,2.3253969761754255e-10
Ostbahnhof,-4.090910483027504,0.0010025782856246388
Leuchtenbergring,-3.4588667605818824,0.009108500255563874
Pasing,-8.045765957936256,1.7963929984697463e-12
Laim,-6.575059278452066,7.762751197027136e-09
Hirschgarten,-7.876812355972152,4.8194696163256865e-12
Donnersbergerbruecke,-5.144624456915882,1.1394018262072872e-05
Hackerbruecke,-6.220050798372466,5.25012537102409e-08
Hauptbahnhof_tief,-1.4203505642969463,0.5724818577229963
Karlsplatz_Stachus,-4.183630715982925,0.0007022243018846255
Marienplatz,-5.9883956493121335,1.7695157486181722e-07
Isartor,-5.388608752610328,3.578889201769392e-06
Rosenheimer_Platz,-4.691098615948242,8.74532710426731e-05
Ostbahnhof,-1.4814716294474843,0.5426563393655295
Leuchtenbergring,-6.003596926136425,1.635291493569321e-07
Pasing,-4.458170535614736,0.00023384671833825765
Laim,-13.750024937546295,1.0548017207257944e-25
Hirschgarten,-12.641974058658711,1.428411125252116e-23
Donnersbergerbruecke,-3.1533568582009757,0.02284835778205188
Hackerbruecke,-2.333436298313765,0.16141070738291136
Hauptbahnhof_tief,-3.2990028852833526,0.014923104424365983
Karlsplatz_Stachus,-2.59686030647209,0.09364791610355455
Marienplatz,-3.371710362064128,0.011961908194236445
Isartor,-8.337387437003658,3.244625615290116e-13
Rosenheimer_Platz,-2.6004780408636288,0.09289850635991503
Ostbahnhof,-7.0202215020739,6.572582350629016e-10
Leuchtenbergring,-10.287447047508689,3.6434667890122274e-18
Pasing,-4.421936528773783,0.00027139338300520105
Laim,-14.192859061825297,1.843877327337995e-26
Hirschgarten,-2.7153098793943666,0.0714262533064107
Donnersbergerbruecke,-14.318798347997625,1.1506641475048132e-26
Hackerbruecke,-2.449610075583925,0.1282208713643716
Hauptbahnhof_tief,-5.890671056343396,2.9296086541832216e-07
Karlsplatz_Stachus,-3.745940843663017,0.0035114486833259097
Marienplatz,-3.7718014788894068,0.0032093640298294307
Isartor,-4.008557366622499,0.001366359307660981
Rosenheimer_Platz,-13.512522333697968,2.835139578066311e-25
Ostbahnhof,-13.586178542210146,2.078358715980561e-25
Leuchtenbergring,-3.141658937171882,0.023619948606728013
Pasing,-2.9416989102114974,0.04070943462755245
Laim,-4.565398788348114,0.00014952757213760495
Hirschgarten,-3.454275817804989,0.00924203546489401
Donnersbergerbruecke,-4.851599971619322,4.328400059676169e-05
Hackerbruecke,-5.031854425723515,1.9187276193472167e-05
Hauptbahnhof_tief,-4.948353663172129,2.8054428682086434e-05
Karlsplatz_Stachus,-4.833598372121939,4.688381015508905e-05
Marienplatz,-5.26287630605548,6.533273996457482e-06
Isartor,-3.5806685052327323,0.006141542760837955
Rosenheimer_Platz,-8.454623672182615,1.6274280110630138e-13
Ostbahnhof,-5.150027863852012,1.1110471616339554e-05
Leuchtenbergring,-4.0237712421180865,0.0012910274420188449
Pasing,-10.949905447148348,8.851650096372647e-20
Laim,-14.223029397519712,1.6452685334133135e-26
Hirschgarten,-11.812601581280672,8.788329802479238e-22
Donnersbergerbruecke,-8.924323311238135,1.0209962873667493e-14
Hackerbruecke,-7.257867215508347,1.711958841495128e-10
Hauptbahnhof_tief,-7.469684750494805,5.0936490053099325e-11
Karlsplatz_Stachus,-7.15675715884014,3.0405960292649564e-10
Marienplatz,-6.445139255768768,1.57267533570124e-08
Isartor,-6.083337572440747,1.0790005203490366e-07
Rosenheimer_Platz,-6.3078462725580495,3.289852225806708e-08
Ostbahnhof,-6.240617953741796,4.7071599293866296e-08
Leuchtenbergring,-2.9468538562998026,0.04016454619341252
Pasing,-13.201039156340073,1.0943409893335261e-24
Laim,-12.768780263355744,7.852490909323268e-24
Hirschgarten,-6.1123191797262715,9.269149970745694e-08
Donnersbergerbruecke,-5.825446278430645,4.0895838765936195e-07
Hackerbruecke,-5.156522658595479,1.0778681057517666e-05
Hauptbahnhof_tief,-6.509800015776949,1.1076998780125118e-08
Karlsplatz_Stachus,-6.190976589257575,6.124051968380229e-08
Marienplatz,-5.1074981097943315,1.354038426872611e-05
Isartor,-5.33219805971768,4.6944947316675705e-06
Rosenheimer_Platz,-1.5145199882119489,0.5263166714099551
Ostbahnhof,-5.556700337466486,1.575007346263521e-06
Leuchtenbergring,-6.34309854200263,2.724126935871017e-08
Pasing,-5.66963044991258,8.984223375657055e-07
Laim,-14.274328208409482,1.3574081398558706e-26
Hirschgarten,-5.024049121478059,1.988523211633145e-05
Donnersbergerbruecke,-4.465403122584895,0.00022696799310551718
Hackerbruecke,-7.180536292867915,2.657074186164545e-10
Hauptbahnhof_tief,-6.151739031622572,7.533519899017787e-08
Karlsplatz_Stachus,-13.925739428584532,5.19720835059642e-26
Marienplatz,-4.883732927733082,3.7508192201153844e-05
Isartor,-6.433810014779594,1.6719682556905295e-08
Rosenheimer_Platz,-13.246670262859308,8.945433263507916e-25
Ostbahnhof,-6.166889865406967,6.95506344350528e-08
Leuchtenbergring,-10.689656489673611,3.754383756243649e-19
Pasing,-3.029734936650879,0.03220930246047045
Laim,-3.8255125109945523,0.002656813122345582
Hirschgarten,-2.5276977695448704,0.10887976712159692
Donnersbergerbruecke,-2.540402418036758,0.1059508248929299
Hackerbruecke,-2.4176000496938537,0.1368304158290019
Hauptbahnhof_tief,-2.2940252392203453,0.17390219233575915
Karlsplatz_Stachus,-2.2862525674335488,0.17644013297173516
Marienplatz,-2.1117506756153728,0.23981592293459553
Isartor,-2.1135956102702766,0.23908299684976625
Rosenheimer_Platz,-2.5783682909894994,0.09755102576410574
Ostbahnhof,-2.2247384968516135,0.19738962476125888
Leuchtenbergring,-6.630525128471603,5.7303706106949545e-09
Pasing,-7.917753626853061,3.795809510337098e-12
Laim,-7.729821813132271,1.1332097907554118e-11
Hirschgarten,-4.35689271261862,0.0003535491926656122
Donnersbergerbruecke,-4.071848156694812,0.0010776649882706013
Hackerbruecke,-4.1534206579019814,0.0007892924384899937
Hauptbahnhof_tief,-6.837804843302617,1.8235184906217532e-09
Karlsplatz_Stachus,-4.327728698763706,0.00039758087377048644
Marienplatz,-4.022122170854705,0.0012990016523903131
Isartor,-5.371334206559302,3.889839788073485e-06
Rosenheimer_Platz,-5.877658876986024,3.1317923349765835e-07
Ostbahnhof,-2.4820503197695056,0.11990298193347021
Leuchtenbergring,-6.066322322462994,1.1794323472614491e-07
Pasing,-7.889497245999875,4.475930212218181e-12
Laim,-2.977460184034176,0.03705362591381017
Hirschgarten,-12.645038506390106,1.407759123990938e-23
Donnersbergerbruecke,-11.37044002972394,9.006993499228576e-21
Hackerbruecke,-4.760607538221935,6.465145924452285e-05
Hauptbahnhof_tief,-6.924542575387908,1.1240788815689402e-09
Karlsplatz_Stachus,-7.14441923123345,3.2607077413476146e-10
Marienplatz,-4.264500413253937,0.00051147165134964
Isartor,-5.097741034479092,1.4166363811246016e-05
Rosenheimer_Platz,-4.516842011292821,0.00018331065784550388
Ostbahnhof,-4.439093739935333,0.000252952634350122
Leuchtenbergring,-5.466666868608215,2.4501389435714995e-06
Pasing,-5.986631441415282,1.7857760519664963e-07
Laim,-4.678293607629072,9.241915693163182e-05
Hirschgarten,-4.582029647640753,0.00013938784553376061
Donnersbergerbruecke,-2.151578868451771,0.2242862281937622
Hackerbruecke,-4.0981028560604456,0.0009755414562741335
Hauptbahnhof_tief,-3.399619765694412,0.010971840600840338
Karlsplatz_Stachus,-2.75320194348101,0.06527570932606407
Marienplatz,-3.748222148810943,0.0034837869544721623
Isartor,-4.698153377335487,8.48275221428834e-05
Rosenheimer_Platz,-3.972630577978634,0.0015608047545956566
Ostbahnhof,-4.100303576412285,0.0009674060570510097
Leuchtenbergring,-4.300414678573866,0.00044347842835768957
Pasing,-7.9442277051705865,3.252320528597746e-12
Laim,-6.364153026683411,2.4331278747948513e-08
Hirschgarten,-5.1139811632604175,1.313933013527832e-05
Donnersbergerbruecke,-5.903733151373665,2.739518617180071e-07
Hackerbruecke,-4.756571618138166,6.58024075580876e-05
Hauptbahnhof_tief,-4.9058772191655935,3.3967265309634846e-05
Karlsplatz_Stachus,-11.7339673668694,1.3212324190182727e-21
Marienplatz,-5.1766014357372505,9.812466295094168e-06
Isartor,-5.150421511957001,1.109008365480444e-05
Rosenheimer_Platz,-6.78407090140109,2.457493504110245e-09
Ostbahnhof,-6.361623583060226,2.466401791241992e-08
Leuchtenbergring,-7.392571169756696,7.929786302975189e-11
Pasing,-2.1062887182802523,0.24199340698946786
Laim,-2.5741931542740715,0.09844917769431472
Hirschgarten,-1.4120498759315814,0.5764858176245061
Donnersbergerbruecke,-1.8962302611533126,0.33383658778557634
Hackerbruecke,-2.4046009188272133,0.1404420420638005
Hauptbahnhof_tief,-2.3633287559388587,0.15235514713871334
Karlsplatz_Stachus,-3.348512923439784,0.012844401023879902
Marienplatz,-1.6633862584151913,0.4500687920382417
Isartor,-4.666997104690591,9.702295325445243e-05
Rosenheimer_Platz,-1.7634007078085596,0.39877756313438834
Ostbahnhof,-2.0665206659895055,0.25818808619219646
Leuchtenbergring,-1.4895740671422415,0.5386624497629992
Pasing,-4.909833965438766,3.336941138209178e-05
Laim,-3.3428595193576167,0.013068027789449606
Hirschgarten,-3.391522777648911,0.011251276596381891
Donnersbergerbruecke,-3.2150838391472107,0.019128002045321283
Hackerbruecke,-3.1251168915635765,0.02474940586235152
Hauptbahnhof_tief,-3.1268015908618687,0.024632288269521498
Karlsplatz_Stachus,-3.1537737322897508,0.02282126795637434
Marienplatz,-3.282006800025497,0.015702180782214397
Isartor,-3.1210307463904803,0.025035462617354332
Rosenheimer_Platz,-2.953944679439681,0.03942501008605191
Ostbahnhof,-3.3270423090089007,0.01371211609622727
Leuchtenbergring,-3.110774442988498,0.02576603862799386
Pasing,-5.732089336867264,6.564589171151513e-07
Laim,-14.071862089379845,2.93068703174299e-26
Hirschgarten,-13.835325195921476,7.461649117450909e-26
Donnersbergerbruecke,-8.9080766247136,1.1236085818905163e-14
Hackerbruecke,-4.116755700856641,0.0009085695955678975
Hauptbahnhof_tief,-5.641274463367172,1.0351765116847108e-06
Karlsplatz_Stachus,-13.722447656785196,1.1809119804418176e-25
Marienplatz,-3.354874723168535,0.012596813474421266
Isartor,-5.6125695879469415,1.1942366450242501e-06
Rosenheimer_Platz,-5.461625920542321,2.511131599644264e-06
Ostbahnhof,-5.253137345740556,6.842002577163393e-06
Leuchtenbergring,-4.172956040744701,0.0007319036140980204
Pasing,-1.9474406566867788,0.310082917099364
Laim,-9.474809336699938,4.0160671605943707e-16
Hirschgarten,-9.748709279239224,8.124001483343267e-17
Donnersbergerbruecke,-9.471508970990788,4.0944018059776627e-16
Hackerbruecke,-9.51847478482039,3.110701789260024e-16
Hauptbahnhof_tief,-9.883398132785855,3.718366640373837e-17
Karlsplatz_Stachus,-9.196293245717502,2.058417569203206e-15
Marienplatz,-8.328231656485034,3.4241324014392637e-13
Isartor,-9.595350914497343,1.9851605206434487e-16
Rosenheimer_Platz,-8.315664922454888,3.6867561745750656e-13
Ostbahnhof,-8.01584430881649,2.140083721513285e-12
Leuchtenbergring,-7.737962264033399,1.0809105546059118e-11
Pasing,-5.38550269887543,3.632959274447543e-06
Laim,-9.987068130647545,2.042133884182809e-17
Hirschgarten,-6.24385707439637,4.6268369691183825e-08
Donnersbergerbruecke,-7.492190432172003,4.475176162299516e-11
Hackerbruecke,-5.6590602056522625,9.472029186220467e-07
Hauptbahnhof_tief,-5.021646173293916,2.0104993301578775e-05
Karlsplatz_Stachus,-4.856019490325189,4.244170092016711e-05
Marienplatz,-7.88874815764774,4.495522445140174e-12
Isartor,-5.358323457548493,4.14121329801728e-06
Rosenheimer_Platz,-6.989447092003356,7.81342330733042e-10
Ostbahnhof,-5.574285777115183,1.4439130256324293e-06
Leuchtenbergring,-11.246666110332729,1.7527380322710065e-20
Pasing,-8.0198487851181,2.090540116750567e-12
Laim,-9.808187136079555,5.750640007308922e-17
Hirschgarten,-8.45369614490325,1.636341670447822e-13
Donnersbergerbruecke,-6.527140045604657,1.0080226372021406e-08
Hackerbruecke,-6.033342051810184,1.400893791604519e-07
Hauptbahnhof_tief,-6.941968665347204,1.0196422620382023e-09
Karlsplatz_Stachus,-3.403922384942133,0.010825882324420952
Marienplatz,-5.734661698361941,6.479981291343199e-07
Isartor,-5.801559290500775,4.6182125673165514e-07
Rosenheimer_Platz,-2.776906928465736,0.061648915150248784
Ostbahnhof,-5.653116395986774,9.757586000693773e-07
Leuchtenbergring,-1.2770689119045588,0.639596937535444
Pasing,-2.8541485262453503,0.05094561332223309
Laim,-9.648256466689523,1.458011835828364e-16
Hirschgarten,-9.331275892932004,9.314344659017467e-16
Donnersbergerbruecke,-5.442275254244594,2.7592816900713908e-06
Hackerbruecke,-9.019386917173192,5.830990770942763e-15
Hauptbahnhof_tief,-10.161025453893348,7.5075212254031e-18
Karlsplatz_Stachus,-5.578431411558017,1.4145934071946362e-06
Marienplatz,-9.187515531517649,2.1674567977068793e-15
Isartor,-6.697966654173647,3.955195853174153e-09
Rosenheimer_Platz,-4.576576451642485,0.0001426380967854139
Ostbahnhof,-5.9154998117424435,2.578656848062014e-07
Leuchtenbergring,-5.5670033996342285,1.4968574621266438e-06
Pasing,-5.082615629150986,1.5192383880853705e-05
Laim,-3.967734402596046,0.001589213428044112
Hirschgarten,-14.641522516518236,3.617550447525233e-27
Donnersbergerbruecke,-13.661507153104312,1.5183224581058035e-25
Hackerbruecke,-5.9302731075921855,2.3897420497665274e-07
Hauptbahnhof_tief,-14.536213848345506,5.234055148228543e-27
Karlsplatz_Stachus,-13.783411124229337,9.206239076256119e-26
Marienplatz,-5.760889609420882,5.675911756668012e-07
Isartor,-8.502462195764426,1.2277981778132476e-13
Rosenheimer_Platz,-8.310403119015051,3.8026017511551724e-13
Ostbahnhof,-12.079860019238332,2.2453432255990813e-22
Leuchtenbergring,-5.37227264538544,3.872293325162331e-06
Pasing,-3.979067394754429,0.0015241752428898929
Laim,-14.190859580231475,1.8578981513950226e-26
Hirschgarten,-12.764243501132592,8.021159363881158e-24
Donnersbergerbruecke,-4.438857351449099,0.0002531984267689867
Hackerbruecke,-3.608976824455172,0.005591711103894379
Hauptbahnhof_tief,-13.579599156795146,2.136511992335085e-25
Karlsplatz_Stachus,-8.562995146347468,8.59443745939166e-14
Marienplatz,-8.865247945242757,1.446333671285888e-14
Isartor,-8.312187118463529,3.7629232978652563e-13
Rosenheimer_Platz,-7.763551824449762,9.316421502999165e-12
Ostbahnhof,-8.393459413787186,2.3328567584151727e-13
Leuchtenbergring,-9.089961313451575,3.8480742484937035e-15
Pasing,-3.264545855955259,0.016539595026790952
Laim,-7.0019074416064715,7.28530626058327e-10
Hirschgarten,-5.759928376698982,5.703578554836234e-07
Donnersbergerbruecke,-11.191291761248792,2.3653508275920832e-20
Hackerbruecke,-4.357473608046882,0.00035272091772443946
Hauptbahnhof_tief,-4.650154582561003,0.00010429625251318746
Karlsplatz_Stachus,-3.613018329220072,0.005516967430334573
Marienplatz,-4.334410618632316,0.0003870569263035181
Isartor,-5.3626438068183955,4.056041035600937e-06
Rosenheimer_Platz,-4.776292248451709,6.035912826442621e-05
Ostbahnhof,-6.2891851712421625,3.6345900214512736e-08
Leuchtenbergring,-5.738582465710123,6.353068513687369e-07
Pasing,-2.629211832062858,0.08710880986405228
Laim,-7.764236245968019,9.279449556192379e-12
Hirschgarten,-2.6460155408175225,0.08385475112459295
Donnersbergerbruecke,-3.000003082660398,0.034894112394653024
Hackerbruecke,-4.783300562487961,5.853081377430981e-05
Hauptbahnhof_tief,-4.327408331423418,0.00039809218282990845
Karlsplatz_Stachus,-3.662319658135307,0.004675485079228537
Marienplatz,-4.264621163910595,0.0005112273965427001
Isartor,-3.9670347818320923,0.0015933118125780155
Rosenheimer_Platz,-4.949265761874339,2.7939035854453475e-05
Ostbahnhof,-4.029452023634862,0.0012639057049333411
Leuchtenbergring,-2.4015209668487927,0.14130758713848335
Pasing,-4.4632633156299955,0.0002289828234436105
Laim,-8.358830492088792,2.860117072386432e-13
Hirschgarten,-8.680088067071798,4.3095379493825165e-14
Donnersbergerbruecke,-5.440379395859607,2.7848392180814975e-06
Hackerbruecke,-4.386837573536707,0.0003131649428691582
Hauptbahnhof_tief,-4.301185691386975,0.00044211689252693896
Karlsplatz_Stachus,-3.334033196285646,0.01342405895545703
Marienplatz,-3.3001892256096435,0.014870018220803303
Isartor,-3.780879666720639,0.003109112236513435
Rosenheimer_Platz,-3.0748713638740632,0.028469579407066684
Ostbahnhof,-2.9521369989245922,0.03961245032203384
Leuchtenbergring,-4.434651336621707,0.000257609846794005
Pasing,-2.2269842616801667,0.19659788096999653
Laim,-3.3231271850904975,0.013875813020060253
Hirschgarten,-3.5903730251881827,0.005947764565643748
Donnersbergerbruecke,-3.636765950006978,0.005095816438088422
Hackerbruecke,-8.77534532887987,2.4574635948008527e-14
Hauptbahnhof_tief,-6.7209624326292134,3.4841001106613217e-09
Karlsplatz_Stachus,-12.455152247544227,3.504284257948902e-23
Marienplatz,-5.678942090293234,8.574881887412099e-07
Isartor,-6.611829573242075,6.348619055279797e-09
Rosenheimer_Platz,-11.850880717226314,7.213464259130357e-22
Ostbahnhof,-5.146044482596825,1.1318830815719157e-05
Leuchtenbergring,-1.2182567402889517,0.6656932319937897
Pasing,-2.1569734063747164,0.2222303924017251
Laim,-2.9157645903048044,0.04354526257003044
Hirschgarten,-5.326483495392071,4.824752986949208e-06
Donnersbergerbruecke,-3.6527466211950794,0.0048291024701355946
Hackerbruecke,-3.0045982218408995,0.03446720985740375
Hauptbahnhof_tief,-3.1579322699476915,0.022552550244721414
Karlsplatz_Stachus,-6.980933053268319,8.195892961021249e-10
Marienplatz,-7.244876928416386,1.8433762595925866e-10
Isartor,-6.591318744496599,7.102738842591733e-09
Rosenheimer_Platz,-7.072844305363107,4.886573366439375e-10
Ostbahnhof,-6.71115753674938,3.677775171233259e-09
Leuchtenbergring,-2.6075286521119123,0.09145121022536362
Pasing,-4.507398623896883,0.00019067466177302318
Laim,-5.589570394227163,1.3386590105436841e-06
Hirschgarten,-6.318299761020552,3.111012448780793e-08
Donnersbergerbruecke,-2.182939954394815,0.21249542926543258
Hackerbruecke,-4.0059832079746975,0.0013795034406099646
Hauptbahnhof_tief,-2.0112203415932584,0.2816751442037513
Karlsplatz_Stachus,-1.205225916791935,0.6713436239116133
Marienplatz,-2.3092885246931982,0.16898973557418817
Isartor,0.3275807748194964,0.9785750865929145
Rosenheimer_Platz,0.9396009033659254,0.9935859660070773
Ostbahnhof,-2.618168821782955,0.08929998159648539
Leuchtenbergring,-1.3483386622773246,0.6067776498762736
Pasing,-10.430694729821417,1.6136527072454242e-18
Laim,-5.640175478235009,1.0408664856054229e-06
Hirschgarten,-4.725597315591791,7.531288416908673e-05
Donnersbergerbruecke,-9.064052908931199,4.4822181334933065e-15
Hackerbruecke,-5.489950697279098,2.1866260427955183e-06
Hauptbahnhof_tief,-4.915615710616896,3.2513980931030134e-05
Karlsplatz_Stachus,-8.745425467065298,2.931636470400357e-14
Marienplatz,-5.464412202306545,2.477238841606277e-06
Isartor,-6.263271405110773,4.172891757137375e-08
Rosenheimer_Platz,-6.744026181952203,3.0673442493464318e-09
Ostbahnhof,-5.678587094628267,8.590148238312575e-07
Leuchtenbergring,-9.116581898556632,3.2899564877303393e-15
Pasing,-5.532931577002967,1.7707683311210523e-06
Laim,-13.292971951217012,7.300041664557357e-25
Hirschgarten,-8.760549412091239,2.681504419054395e-14
Donnersbergerbruecke,-6.885704722211266,1.3964277595469905e-09
Hackerbruecke,-6.2329289367998895,4.9033598341899315e-08
Hauptbahnhof_tief,-7.861952982671353,5.255410228162395e-12
Karlsplatz_Stachus,-6.41177750352928,1.883070383438968e-08
Marienplatz,-4.998252359181629,2.237058317611395e-05
Isartor,-4.335482654201793,0.0003853931993885109
Rosenheimer_Platz,-4.134731615769534,0.0008481244123149751
Ostbahnhof,-4.828696819983188,4.7912745477980065e-05
Leuchtenbergring,-4.782583724263309,5.871535385574024e-05
Pasing,0.24767262228958586,0.9748121726533904
Laim,-5.207269499786208,8.496551567130597e-06
Hirschgarten,-1.9774791300897245,0.29653416737544847
Donnersbergerbruecke,-1.1499652086123133,0.6947409353092281
Hackerbruecke,-3.0211214407258313,0.03296845154682166
Hauptbahnhof_tief,-1.6413474644448924,0.46155679042357944
Karlsplatz_Stachus,-2.11374736384343,0.23902276876337453
Marienplatz,-3.483142736803674,0.008430726650606653
Isartor,-1.5713061977828338,0.4979893480943058
Rosenheimer_Platz,-3.644897652266911,0.004958469107059984
Ostbahnhof,-1.0237988328463232,0.7444855699165269
Leuchtenbergring,-1.3696658900834988,0.5967292134783471
Pasing,-2.8078155482307032,0.057166015986289793
Laim,-2.51623560886971,0.1115738341812273
Hirschgarten,-12.396667894897258,4.658659493366447e-23
Donnersbergerbruecke,-12.558277657268958,2.1303695936513046e-23
Hackerbruecke,-12.246353195556473,9.763526526071496e-23
Hauptbahnhof_tief,-3.5489125631986544,0.006816264201217681
Karlsplatz_Stachus,-4.221682617371463,0.0006053744097921675
Marienplatz,-7.4035110878772485,7.447802541979892e-11
Isartor,-10.31198233956918,3.1679053158314175e-18
Rosenheimer_Platz,-3.5520262599775894,0.0067472635704284925
Ostbahnhof,-3.0084604426923516,0.034111819807883303
Leuchtenbergring,-3.3333036009142747,0.01345386943779756
Pasing,-3.48255773934714,0.008446511871637037
Laim,-4.060756203219792,0.0011237429563084492
Hirschgarten,-3.3683326653052412,0.012086960092318468
Donnersbergerbruecke,-3.5135112865519655,0.0076468006255916935
Hackerbruecke,-4.391605571911431,0.0003071527137758359
Hauptbahnhof_tief,-4.77312521717048,6.12031901640343e-05
Karlsplatz_Stachus,-3.54743852594827,0.006849151184385719
Marienplatz,-1.5005069328194023,0.5332605516027571
Isartor,-5.204768147383102,8.597138299517999e-06
Rosenheimer_Platz,-1.924258096442582,0.3207367845606556
Ostbahnhof,-4.15715215392937,0.000778014160088231
Leuchtenbergring,-3.7154782660763392,0.003900631691381532
Pasing,-2.26064119820525,0.18497622850483408
Laim,-14.27560750097492,1.3509449361016662e-26
Hirschgarten,-11.311551187064104,1.235444547175407e-20
Donnersbergerbruecke,-10.467355048693266,1.3111829689767037e-18
Hackerbruecke,-5.158448140831456,1.0682173016515513e-05
Hauptbahnhof_tief,-7.612297987624886,2.2384730801881185e-11
Karlsplatz_Stachus,-7.015020021786674,6.767677681621702e-10
Marienplatz,-6.320506375219223,3.0745023614111684e-08
Isartor,-6.1308410058393505,8.409592088966653e-08
Rosenheimer_Platz,-5.407463896355096,3.2670573147239912e-06
Ostbahnhof,-5.869037280974147,3.2732129213156605e-07
Leuchtenbergring,-7.986041585052929,2.5474588783171626e-12
Pasing,-4.7567813417773985,6.574211866691363e-05
Laim,-6.1295636448298785,8.466270686241525e-08
Hirschgarten,-5.494368764897402,2.1398381520282474e-06
Donnersbergerbruecke,-5.167421527426993,1.0243332989741202e-05
Hackerbruecke,-3.5815578904352843,0.0061235485376656025
Hauptbahnhof_tief,-5.106749827992676,1.3587429066559648e-05
Karlsplatz_Stachus,-5.46852004840368,2.4280808936334664e-06
Marienplatz,-6.615192621636523,6.232747131212924e-09
Isartor,-4.961046670442427,2.6489072988986132e-05
Rosenheimer_Platz,-4.506271193073506,0.00019157241451533041
Ostbahnhof,-5.567743440375267,1.491391999778285e-06
Leuchtenbergring,-4.958100273751722,2.6844755834168856e-05
Pasing,-8.319187008027729,3.6111869845102674e-13
Laim,-11.857390620959446,6.975695875273955e-22
Hirschgarten,-12.72021482302613,9.864364349383043e-24
Donnersbergerbruecke,-11.824243977319094,8.275450532914241e-22
Hackerbruecke,-7.530778747535938,3.5834388440518545e-11
Hauptbahnhof_tief,-7.354409670491356,9.866361204164569e-11
Karlsplatz_Stachus,-10.070193432632578,1.2649314643179096e-17
Marienplatz,-7.429400028734766,6.419933516683431e-11
Isartor,-6.988311407099497,7.863401366724934e-10
Rosenheimer_Platz,-9.645998661962045,1.477330037575473e-16
Ostbahnhof,-6.334872435522819,2.8469011389607814e-08
Leuchtenbergring,-7.609012317333841,2.2813927876739784e-11
Pasing,-2.502437648442779,0.11488234461245161
Laim,-10.659680106894394,4.440292752501785e-19
Hirschgarten,-10.639900156437431,4.960905597520783e-19
Donnersbergerbruecke,-4.286573454235301,0.00046860451842196813
Hackerbruecke,-9.103971019524653,3.5434517978304456e-15
Hauptbahnhof_tief,-3.691485809733123,0.004234520264576854
Karlsplatz_Stachus,-3.5582549841171125,0.0066111238761252895
Marienplatz,-8.500277758105572,1.2437009465923654e-13
Isartor,-3.6838302673493306,0.004346430965101287
Rosenheimer_Platz,-3.819670066724307,0.002712355778004801
Ostbahnhof,-8.313277957536847,3.7388654262913847e-13
Leuchtenbergring,-9.070927124815857,4.304409700837641e-15
Pasing,-4.20678450583199,0.0006416912838977319
Laim,-4.648947389812715,0.00010483711161814332
Hirschgarten,-3.8330766857668612,0.0025864600029721066
Donnersbergerbruecke,-2.9041301479683104,0.04486982116236764
Hackerbruecke,-3.050216284591274,0.03046356928048743
Hauptbahnhof_tief,-4.621354717912928,0.0001179556193951756
Karlsplatz_Stachus,-3.4063434400215633,0.010744515644419157
