event_id,stop_id,richtung,t0,n_trips,t0_date,peak_t0,terzil,dauer_min,station_name,stunde
69,8000262,West,2025-03-07 18:17:16.482115+00:00,4,2025-03-07,-61.5,niedrig,3.9133333333333334e-05,Ostbahnhof,18
71,8000262,West,2025-03-08 18:23:15.241616+00:00,21,2025-03-08,271.1111111111111,hoch,163.99693601666667,Ostbahnhof,18
72,8000262,West,2025-03-12 14:17:19.129302+00:00,12,2025-03-12,13.333333333333343,mittel,0.0005933333333333333,Ostbahnhof,14
77,8000262,West,2025-03-17 07:13:24.137940+00:00,20,2025-03-17,-114.44444444444446,niedrig,54.00969105,Ostbahnhof,7
84,8000262,West,2025-03-22 20:08:28.009638+00:00,3,2025-03-22,213.75,hoch,21.673999283333334,Ostbahnhof,20
87,8000262,West,2025-03-25 05:52:15.798386+00:00,20,2025-03-25,61.666666666666686,mittel,76.5645429,Ostbahnhof,5
89,8000262,West,2025-03-26 19:50:29.989278+00:00,3,2025-03-26,-119.375,niedrig,30.183078683333335,Ostbahnhof,19
90,8000262,West,2025-03-28 09:17:13.265656+00:00,15,2025-03-28,153.88888888888889,mittel,67.99389861666667,Ostbahnhof,9
91,8000262,West,2025-03-31 10:18:04.132391+00:00,11,2025-03-31,-68.0,niedrig,0.1085185,Ostbahnhof,10
93,8000262,West,2025-04-03 13:18:11.786793+00:00,3,2025-04-03,,,5.166397683333333,Ostbahnhof,13
94,8000262,West,2025-04-08 04:04:45.814567+00:00,12,2025-04-08,578.75,hoch,67.23269485,Ostbahnhof,4
95,8000262,West,2025-04-15 04:20:23.865349+00:00,9,2025-04-15,1638.888888888889,hoch,54.65131525,Ostbahnhof,4
97,8000262,West,2025-04-16 13:17:29.584234+00:00,9,2025-04-16,-105.0,niedrig,0.0209046,Ostbahnhof,13
101,8000262,West,2025-04-17 13:17:26.877717+00:00,6,2025-04-17,-39.0,niedrig,0.027619383333333337,Ostbahnhof,13
106,8000262,West,2025-04-24 19:19:59.681168+00:00,4,2025-04-24,-38.75,niedrig,14.267845816666666,Ostbahnhof,19
113,8000262,West,2025-04-28 14:01:02.773142+00:00,13,2025-04-28,-6.666666666666657,mittel,125.9726155,Ostbahnhof,14
116,8000262,West,2025-04-30 14:35:02.060838+00:00,3,2025-04-30,-10.0,mittel,12.07698165,Ostbahnhof,14
118,8000262,West,2025-05-01 12:54:42.854497+00:00,6,2025-05-01,,,65.34904015000001,Ostbahnhof,12
122,8000262,West,2025-05-05 08:30:15.752542+00:00,31,2025-05-05,-91.66666666666666,niedrig,108.77390418333333,Ostbahnhof,8
126,8000262,West,2025-05-12 14:44:51.083778+00:00,3,2025-05-12,-108.75,niedrig,23.710654316666666,Ostbahnhof,14
128,8000262,West,2025-05-20 16:17:33.597966+00:00,9,2025-05-20,-22.22222222222223,mittel,0.024192933333333333,Ostbahnhof,16
129,8000262,West,2025-05-21 06:17:40.503751+00:00,9,2025-05-21,-41.599999999999994,niedrig,12.913840133333334,Ostbahnhof,6
136,8000262,West,2025-05-26 10:19:56.356928+00:00,15,2025-05-26,171.66666666666666,hoch,60.291283783333334,Ostbahnhof,10
137,8000262,West,2025-05-26 16:41:01.243210+00:00,18,2025-05-26,16.666666666666657,mittel,0.03610903333333334,Ostbahnhof,16
