code_a,code_b,anteil_b_folgt_a,n_a
43,11,0.0005829743064738585,70329
38,60,0.0005821098247202639,15461
36,19,0.0005805515239477503,17225
43,19,0.0005545365354263533,70329
55,17,0.0005366246310705661,3727
34,50,0.000529049634474798,20792
34,11,0.000529049634474798,20792
48,19,0.0005214199307554332,47946
44,24,0.0005021825626762467,25887
44,11,0.0004635531347780739,25887
43,18,0.0004407854512363321,70329
34,18,0.00043285879184301655,20792
44,12,0.0004249237068799011,25887
7,69,0.0003971405877680699,5036
2,60,0.0003970880211780278,7555
31,26,0.00039032006245121,7686
42,26,0.00038615008366585146,7769
61,68,0.0003696857670979667,2705
61,50,0.0003696857670979667,2705
61,60,0.0003696857670979667,2705
36,9,0.00034833091436865023,17225
44,60,0.00034766485108355543,25887
51,26,0.00034352456200618345,2911
32,10,0.00034048348655090226,2937
32,65,0.00034048348655090226,2937
48,18,0.00033370875568347727,47946
43,30,0.0003270343670463109,70329
48,65,0.0003128519584532599,47946
48,35,0.0002919951612230426,47946
34,68,0.00028857252789534437,20792
44,53,0.0002704059952872098,25887
44,68,0.0002704059952872098,25887
55,26,0.00026831231553528306,3727
2,68,0.00026472534745201854,7555
64,68,0.00026441036488630354,11346
31,17,0.00026021337496747333,7686
38,9,0.0002587154776534506,15461
42,18,0.00025743338911056766,7769
43,56,0.00024172105390379503,70329
48,11,0.0002294247695323906,47946
34,35,0.00019238168526356292,20792
64,37,0.00017627357659086903,11346
43,9,0.00017062662628503179,70329
43,12,0.00017062662628503179,70329
43,53,0.00015640774076127912,70329
2,69,0.00013236267372600927,7555
2,63,0.00013236267372600927,7555
42,9,0.00012871669455528383,7769
48,30,0.00012514078338130396,47946
44,9,0.00011588828369451848,25887
48,9,0.00010428398615108664,47946
36,18,5.8055152394775034e-05,17225
34,65,4.809542131589073e-05,20792
34,9,4.809542131589073e-05,20792
60,53,0.0,170
60,54,0.0,170
62,19,0.0,92
60,51,0.0,170
13,69,0.0,378
62,24,0.0,92
13,68,0.0,378
60,47,0.0,170
11,35,0.0,50
11,30,0.0,50
62,18,0.0,92
62,22,0.0,92
60,50,0.0,170
13,65,0.0,378
60,49,0.0,170
62,9,0.0,92
14,12,0.0,970
62,25,0.0,92
14,6,0.0,970
11,26,0.0,50
62,33,0.0,92
60,15,0.0,170
60,17,0.0,170
62,32,0.0,92
11,28,0.0,50
60,18,0.0,170
60,19,0.0,170
14,21,0.0,970
62,30,0.0,92
14,18,0.0,970
60,24,0.0,170
14,17,0.0,970
62,28,0.0,92
60,26,0.0,170
60,28,0.0,170
60,30,0.0,170
14,15,0.0,970
14,13,0.0,970
60,33,0.0,170
60,55,0.0,170
60,35,0.0,170
14,11,0.0,970
60,37,0.0,170
14,10,0.0,970
62,26,0.0,92
60,40,0.0,170
14,9,0.0,970
60,42,0.0,170
11,36,0.0,50
13,53,0.0,378
62,15,0.0,92
11,67,0.0,50
11,57,0.0,50
11,58,0.0,50
11,60,0.0,50
11,62,0.0,50
11,63,0.0,50
11,64,0.0,50
11,65,0.0,50
11,68,0.0,50
60,56,0.0,170
11,69,0.0,50
61,37,0.0,2705
13,3,0.0,378
13,6,0.0,378
13,9,0.0,378
13,10,0.0,378
13,11,0.0,378
61,53,0.0,2705
11,56,0.0,50
11,55,0.0,50
61,56,0.0,2705
62,8,0.0,92
11,37,0.0,50
62,6,0.0,92
11,38,0.0,50
11,41,0.0,50
62,2,0.0,92
11,42,0.0,50
11,47,0.0,50
11,49,0.0,50
11,50,0.0,50
62,10,0.0,92
61,63,0.0,2705
11,51,0.0,50
11,53,0.0,50
11,54,0.0,50
13,12,0.0,378
61,30,0.0,2705
13,14,0.0,378
62,12,0.0,92
13,49,0.0,378
13,55,0.0,378
13,56,0.0,378
60,69,0.0,170
60,68,0.0,170
60,67,0.0,170
60,65,0.0,170
62,13,0.0,92
62,14,0.0,92
13,57,0.0,378
60,63,0.0,170
60,62,0.0,170
60,61,0.0,170
13,60,0.0,378
13,62,0.0,378
13,47,0.0,378
13,37,0.0,378
62,11,0.0,92
61,9,0.0,2705
13,15,0.0,378
61,24,0.0,2705
13,17,0.0,378
13,18,0.0,378
13,19,0.0,378
61,19,0.0,2705
61,18,0.0,2705
13,21,0.0,378
13,24,0.0,378
60,13,0.0,170
13,26,0.0,378
13,28,0.0,378
13,30,0.0,378
61,11,0.0,2705
13,35,0.0,378
60,14,0.0,170
41,30,0.0,9804
60,12,0.0,170
17,32,0.0,179
57,24,0.0,3505
17,26,0.0,179
17,28,0.0,179
17,30,0.0,179
57,19,0.0,3505
57,18,0.0,3505
57,17,0.0,3505
17,35,0.0,179
57,26,0.0,3505
17,37,0.0,179
17,47,0.0,179
57,11,0.0,3505
17,49,0.0,179
57,9,0.0,3505
17,50,0.0,179
17,53,0.0,179
17,25,0.0,179
17,24,0.0,179
17,55,0.0,179
17,10,0.0,179
15,68,0.0,193
15,69,0.0,193
17,3,0.0,179
17,6,0.0,179
17,7,0.0,179
17,8,0.0,179
17,9,0.0,179
17,11,0.0,179
57,30,0.0,3505
17,12,0.0,179
17,13,0.0,179
17,14,0.0,179
17,15,0.0,179
17,18,0.0,179
17,19,0.0,179
17,22,0.0,179
17,54,0.0,179
17,56,0.0,179
57,50,0.0,3505
56,36,0.0,24
56,44,0.0,24
17,60,0.0,179
17,63,0.0,179
56,41,0.0,24
56,40,0.0,24
17,65,0.0,179
56,37,0.0,24
56,35,0.0,24
56,47,0.0,24
56,34,0.0,24
56,33,0.0,24
56,32,0.0,24
56,31,0.0,24
56,30,0.0,24
56,28,0.0,24
56,26,0.0,24
17,58,0.0,179
56,48,0.0,24
17,57,0.0,179
56,61,0.0,24
56,69,0.0,24
56,68,0.0,24
56,67,0.0,24
56,65,0.0,24
56,64,0.0,24
56,63,0.0,24
56,62,0.0,24
56,60,0.0,24
56,49,0.0,24
56,58,0.0,24
56,57,0.0,24
56,55,0.0,24
56,54,0.0,24
56,53,0.0,24
56,51,0.0,24
56,50,0.0,24
15,67,0.0,193
15,65,0.0,193
60,11,0.0,170
14,63,0.0,970
58,53,0.0,626
14,49,0.0,970
58,50,0.0,626
14,53,0.0,970
14,56,0.0,970
14,60,0.0,970
14,62,0.0,970
14,65,0.0,970
58,54,0.0,626
14,69,0.0,970
15,2,0.0,193
15,3,0.0,193
15,7,0.0,193
15,8,0.0,193
15,9,0.0,193
58,35,0.0,626
11,25,0.0,50
58,56,0.0,626
15,11,0.0,193
58,69,0.0,626
60,10,0.0,170
60,9,0.0,170
60,8,0.0,170
60,7,0.0,170
60,6,0.0,170
14,22,0.0,970
14,24,0.0,970
58,68,0.0,626
14,40,0.0,970
14,28,0.0,970
58,65,0.0,626
14,30,0.0,970
58,63,0.0,626
14,33,0.0,970
14,35,0.0,970
14,37,0.0,970
15,10,0.0,193
15,12,0.0,193
57,53,0.0,3505
15,53,0.0,193
58,6,0.0,626
15,38,0.0,193
15,40,0.0,193
15,42,0.0,193
15,49,0.0,193
15,50,0.0,193
57,65,0.0,3505
15,54,0.0,193
15,35,0.0,193
15,56,0.0,193
15,58,0.0,193
15,60,0.0,193
15,61,0.0,193
57,56,0.0,3505
15,62,0.0,193
15,63,0.0,193
15,37,0.0,193
58,9,0.0,626
15,13,0.0,193
15,21,0.0,193
58,30,0.0,626
15,17,0.0,193
58,26,0.0,626
15,18,0.0,193
58,24,0.0,626
15,19,0.0,193
58,22,0.0,626
58,19,0.0,626
15,33,0.0,193
58,18,0.0,626
15,22,0.0,193
58,15,0.0,626
15,24,0.0,193
15,30,0.0,193
58,12,0.0,626
58,11,0.0,626
62,35,0.0,92
63,9,0.0,88
62,37,0.0,92
3,69,0.0,1717
68,18,0.0,102
68,17,0.0,102
68,15,0.0,102
68,14,0.0,102
68,13,0.0,102
68,12,0.0,102
68,11,0.0,102
5,9,0.0,5932
68,9,0.0,102
5,12,0.0,5932
5,18,0.0,5932
5,19,0.0,5932
68,3,0.0,102
5,24,0.0,5932
67,69,0.0,3033
68,19,0.0,102
68,22,0.0,102
67,65,0.0,3033
3,68,0.0,1717
3,28,0.0,1717
3,30,0.0,1717
3,35,0.0,1717
68,37,0.0,102
3,49,0.0,1717
68,35,0.0,102
3,50,0.0,1717
68,33,0.0,102
3,53,0.0,1717
3,56,0.0,1717
68,30,0.0,102
68,28,0.0,102
68,26,0.0,102
3,65,0.0,1717
68,24,0.0,102
67,68,0.0,3033
67,63,0.0,3033
67,19,0.0,3033
6,18,0.0,579
6,21,0.0,579
6,24,0.0,579
6,26,0.0,579
67,35,0.0,3033
6,30,0.0,579
6,33,0.0,579
6,35,0.0,579
6,49,0.0,579
67,30,0.0,3033
6,50,0.0,579
67,26,0.0,3033
6,53,0.0,579
6,54,0.0,579
6,56,0.0,579
6,60,0.0,579
6,19,0.0,579
6,17,0.0,579
67,62,0.0,3033
6,14,0.0,579
5,30,0.0,5932
67,60,0.0,3033
5,53,0.0,5932
5,56,0.0,5932
67,56,0.0,3033
5,60,0.0,5932
5,63,0.0,5932
67,53,0.0,3033
5,65,0.0,5932
5,68,0.0,5932
6,9,0.0,579
6,10,0.0,579
6,11,0.0,579
6,12,0.0,579
6,13,0.0,579
68,42,0.0,102
3,26,0.0,1717
3,24,0.0,1717
2,26,0.0,7555
2,53,0.0,7555
2,56,0.0,7555
69,41,0.0,126
69,40,0.0,126
69,37,0.0,126
2,65,0.0,7555
69,35,0.0,126
69,33,0.0,126
3,6,0.0,1717
69,30,0.0,126
3,9,0.0,1717
69,26,0.0,126
69,25,0.0,126
69,24,0.0,126
69,23,0.0,126
2,30,0.0,7555
2,24,0.0,7555
3,19,0.0,1717
69,49,0.0,126
69,67,0.0,126
69,65,0.0,126
2,9,0.0,7555
69,63,0.0,126
69,62,0.0,126
2,11,0.0,7555
69,60,0.0,126
69,58,0.0,126
2,12,0.0,7555
69,56,0.0,126
2,15,0.0,7555
69,54,0.0,126
69,53,0.0,126
2,19,0.0,7555
69,50,0.0,126
69,22,0.0,126
69,21,0.0,126
69,19,0.0,126
69,18,0.0,126
68,63,0.0,102
68,62,0.0,102
3,13,0.0,1717
68,60,0.0,102
68,58,0.0,102
3,15,0.0,1717
68,56,0.0,102
3,17,0.0,1717
68,54,0.0,102
68,53,0.0,102
68,51,0.0,102
68,50,0.0,102
68,49,0.0,102
3,18,0.0,1717
68,47,0.0,102
3,12,0.0,1717
68,65,0.0,102
68,67,0.0,102
69,10,0.0,126
69,17,0.0,126
69,15,0.0,126
69,14,0.0,126
69,13,0.0,126
69,12,0.0,126
69,11,0.0,126
69,9,0.0,126
3,11,0.0,1717
69,8,0.0,126
3,10,0.0,1717
69,6,0.0,126
69,5,0.0,126
69,3,0.0,126
69,2,0.0,126
6,63,0.0,579
67,18,0.0,3033
11,24,0.0,50
10,64,0.0,361
10,65,0.0,361
10,68,0.0,361
10,69,0.0,361
11,2,0.0,50
63,30,0.0,88
63,28,0.0,88
63,26,0.0,88
63,25,0.0,88
63,24,0.0,88
11,3,0.0,50
63,22,0.0,88
63,21,0.0,88
63,19,0.0,88
63,18,0.0,88
63,17,0.0,88
63,35,0.0,88
63,37,0.0,88
63,14,0.0,88
10,63,0.0,361
63,56,0.0,88
10,30,0.0,361
63,54,0.0,88
63,53,0.0,88
10,35,0.0,361
63,50,0.0,88
63,49,0.0,88
10,37,0.0,361
10,41,0.0,361
10,50,0.0,361
10,53,0.0,361
10,54,0.0,361
10,56,0.0,361
10,60,0.0,361
10,62,0.0,361
63,15,0.0,88
63,13,0.0,88
6,65,0.0,579
62,58,0.0,92
62,56,0.0,92
11,9,0.0,50
11,10,0.0,50
62,53,0.0,92
11,12,0.0,50
62,50,0.0,92
62,49,0.0,92
11,13,0.0,50
62,47,0.0,92
11,14,0.0,50
11,15,0.0,50
11,17,0.0,50
11,18,0.0,50
11,19,0.0,50
11,21,0.0,50
11,8,0.0,50
62,60,0.0,92
63,12,0.0,88
11,7,0.0,50
63,11,0.0,88
63,10,0.0,88
56,24,0.0,24
63,8,0.0,88
11,5,0.0,50
63,6,0.0,88
63,5,0.0,88
63,3,0.0,88
63,2,0.0,88
62,69,0.0,92
62,68,0.0,92
62,67,0.0,92
62,65,0.0,92
11,6,0.0,50
62,63,0.0,92
63,57,0.0,88
63,58,0.0,88
63,60,0.0,88
7,50,0.0,5036
7,56,0.0,5036
7,60,0.0,5036
64,56,0.0,11346
7,65,0.0,5036
64,53,0.0,11346
8,9,0.0,1477
8,10,0.0,1477
8,12,0.0,1477
8,14,0.0,1477
8,15,0.0,1477
8,17,0.0,1477
8,19,0.0,1477
8,22,0.0,1477
8,24,0.0,1477
8,26,0.0,1477
7,53,0.0,5036
7,30,0.0,5036
10,26,0.0,361
64,63,0.0,11346
67,15,0.0,3033
6,69,0.0,579
7,9,0.0,5036
67,12,0.0,3033
67,11,0.0,3033
7,11,0.0,5036
67,9,0.0,3033
7,12,0.0,5036
7,15,0.0,5036
7,17,0.0,5036
7,18,0.0,5036
7,19,0.0,5036
7,24,0.0,5036
7,26,0.0,5036
64,65,0.0,11346
8,28,0.0,1477
8,30,0.0,1477
8,35,0.0,1477
64,35,0.0,11346
64,12,0.0,11346
64,11,0.0,11346
64,9,0.0,11346
10,17,0.0,361
10,18,0.0,361
10,19,0.0,361
10,22,0.0,361
10,23,0.0,361
10,24,0.0,361
63,69,0.0,88
63,68,0.0,88
63,67,0.0,88
63,65,0.0,88
63,64,0.0,88
63,62,0.0,88
10,15,0.0,361
10,14,0.0,361
10,13,0.0,361
8,63,0.0,1477
8,50,0.0,1477
8,53,0.0,1477
8,56,0.0,1477
8,60,0.0,1477
64,30,0.0,11346
8,62,0.0,1477
8,65,0.0,1477
10,12,0.0,361
8,68,0.0,1477
8,69,0.0,1477
10,3,0.0,361
10,9,0.0,361
10,11,0.0,361
64,18,0.0,11346
56,25,0.0,24
18,13,0.0,37
56,23,0.0,24
28,37,0.0,964
28,14,0.0,964
28,17,0.0,964
45,65,0.0,14209
28,19,0.0,964
28,22,0.0,964
28,26,0.0,964
28,30,0.0,964
28,49,0.0,964
56,22,0.0,24
28,50,0.0,964
28,53,0.0,964
45,53,0.0,14209
28,55,0.0,964
28,56,0.0,964
28,60,0.0,964
28,62,0.0,964
28,13,0.0,964
28,12,0.0,964
28,11,0.0,964
47,6,0.0,2667
26,58,0.0,107
26,60,0.0,107
26,61,0.0,107
47,19,0.0,2667
26,62,0.0,107
26,63,0.0,107
26,65,0.0,107
26,68,0.0,107
26,69,0.0,107
47,12,0.0,2667
47,11,0.0,2667
28,3,0.0,964
47,9,0.0,2667
28,8,0.0,964
28,9,0.0,964
28,63,0.0,964
28,65,0.0,964
28,68,0.0,964
32,17,0.0,2937
32,19,0.0,2937
32,24,0.0,2937
32,26,0.0,2937
45,9,0.0,14209
32,30,0.0,2937
32,35,0.0,2937
32,53,0.0,2937
32,56,0.0,2937
32,63,0.0,2937
33,6,0.0,1875
33,9,0.0,1875
44,65,0.0,25887
33,12,0.0,1875
33,14,0.0,1875
33,15,0.0,1875
32,18,0.0,2937
45,18,0.0,14209
31,9,0.0,7686
45,19,0.0,14209
31,11,0.0,7686
31,12,0.0,7686
31,18,0.0,7686
31,19,0.0,7686
31,30,0.0,7686
31,37,0.0,7686
31,50,0.0,7686
31,53,0.0,7686
45,30,0.0,14209
31,56,0.0,7686
31,65,0.0,7686
31,68,0.0,7686
45,24,0.0,14209
32,9,0.0,2937
32,12,0.0,2937
47,24,0.0,2667
26,56,0.0,107
47,26,0.0,2667
24,57,0.0,36
24,60,0.0,36
24,61,0.0,36
24,62,0.0,36
24,63,0.0,36
24,65,0.0,36
24,67,0.0,36
24,68,0.0,36
24,69,0.0,36
25,11,0.0,2819
25,12,0.0,2819
25,15,0.0,2819
25,17,0.0,2819
48,12,0.0,47946
25,18,0.0,2819
25,19,0.0,2819
24,58,0.0,36
24,56,0.0,36
25,26,0.0,2819
24,55,0.0,36
48,56,0.0,47946
24,33,0.0,36
24,35,0.0,36
48,53,0.0,47946
24,36,0.0,36
24,37,0.0,36
24,40,0.0,36
24,41,0.0,36
24,45,0.0,36
24,47,0.0,36
24,49,0.0,36
24,50,0.0,36
24,51,0.0,36
24,53,0.0,36
24,54,0.0,36
25,24,0.0,2819
25,30,0.0,2819
26,54,0.0,107
26,17,0.0,107
26,21,0.0,107
26,22,0.0,107
26,24,0.0,107
26,25,0.0,107
26,28,0.0,107
26,30,0.0,107
26,33,0.0,107
26,35,0.0,107
26,37,0.0,107
47,35,0.0,2667
26,38,0.0,107
26,41,0.0,107
26,49,0.0,107
26,53,0.0,107
47,30,0.0,2667
26,18,0.0,107
26,12,0.0,107
25,53,0.0,2819
47,53,0.0,2667
25,56,0.0,2819
25,60,0.0,2819
47,68,0.0,2667
25,63,0.0,2819
47,65,0.0,2667
26,2,0.0,107
26,6,0.0,107
47,62,0.0,2667
26,7,0.0,107
47,60,0.0,2667
26,8,0.0,107
26,9,0.0,107
47,56,0.0,2667
26,10,0.0,107
26,11,0.0,107
33,17,0.0,1875
33,18,0.0,1875
33,19,0.0,1875
42,37,0.0,7769
42,35,0.0,7769
37,49,0.0,191
37,50,0.0,191
37,53,0.0,191
37,54,0.0,191
42,30,0.0,7769
37,56,0.0,191
37,60,0.0,191
42,24,0.0,7769
37,62,0.0,191
37,63,0.0,191
37,65,0.0,191
42,19,0.0,7769
37,68,0.0,191
37,69,0.0,191
37,35,0.0,191
37,33,0.0,191
42,11,0.0,7769
37,30,0.0,191
37,11,0.0,191
37,12,0.0,191
37,13,0.0,191
37,14,0.0,191
37,15,0.0,191
42,53,0.0,7769
37,17,0.0,191
42,50,0.0,7769
37,18,0.0,191
37,19,0.0,191
37,21,0.0,191
37,22,0.0,191
37,24,0.0,191
37,25,0.0,191
37,26,0.0,191
42,12,0.0,7769
38,11,0.0,15461
37,10,0.0,191
40,24,0.0,3403
40,26,0.0,3403
40,30,0.0,3403
40,35,0.0,3403
40,49,0.0,3403
40,50,0.0,3403
40,53,0.0,3403
40,56,0.0,3403
40,60,0.0,3403
40,63,0.0,3403
40,65,0.0,3403
41,9,0.0,9804
41,11,0.0,9804
41,18,0.0,9804
41,19,0.0,9804
41,24,0.0,9804
41,50,0.0,9804
41,53,0.0,9804
38,12,0.0,15461
40,19,0.0,3403
38,19,0.0,15461
38,22,0.0,15461
38,24,0.0,15461
38,30,0.0,15461
38,35,0.0,15461
38,37,0.0,15461
41,65,0.0,9804
38,53,0.0,15461
41,62,0.0,9804
38,65,0.0,15461
40,9,0.0,3403
40,14,0.0,3403
40,15,0.0,3403
41,56,0.0,9804
40,18,0.0,3403
42,60,0.0,7769
42,62,0.0,7769
44,56,0.0,25887
34,12,0.0,20792
44,19,0.0,25887
34,53,0.0,20792
34,56,0.0,20792
35,2,0.0,109
35,3,0.0,109
35,6,0.0,109
35,8,0.0,109
35,9,0.0,109
35,10,0.0,109
43,65,0.0,70329
35,11,0.0,109
35,12,0.0,109
35,13,0.0,109
35,14,0.0,109
35,15,0.0,109
34,30,0.0,20792
44,30,0.0,25887
35,18,0.0,109
33,69,0.0,1875
33,24,0.0,1875
33,26,0.0,1875
33,30,0.0,1875
33,35,0.0,1875
33,37,0.0,1875
33,49,0.0,1875
33,50,0.0,1875
33,53,0.0,1875
33,54,0.0,1875
33,56,0.0,1875
33,60,0.0,1875
33,62,0.0,1875
33,63,0.0,1875
33,65,0.0,1875
33,68,0.0,1875
35,17,0.0,109
35,19,0.0,109
37,9,0.0,191
35,62,0.0,109
35,64,0.0,109
35,65,0.0,109
35,68,0.0,109
35,69,0.0,109
36,11,0.0,17225
36,12,0.0,17225
36,24,0.0,17225
36,30,0.0,17225
36,53,0.0,17225
36,56,0.0,17225
36,65,0.0,17225
37,5,0.0,191
37,6,0.0,191
42,65,0.0,7769
37,7,0.0,191
35,63,0.0,109
35,60,0.0,109
35,21,0.0,109
35,58,0.0,109
35,22,0.0,109
35,24,0.0,109
35,26,0.0,109
35,28,0.0,109
35,30,0.0,109
35,33,0.0,109
35,38,0.0,109
35,40,0.0,109
35,42,0.0,109
35,47,0.0,109
35,49,0.0,109
35,50,0.0,109
35,53,0.0,109
35,54,0.0,109
35,56,0.0,109
24,32,0.0,36
24,30,0.0,36
24,28,0.0,36
19,3,0.0,51
19,6,0.0,51
19,7,0.0,51
19,8,0.0,51
54,37,0.0,508
19,9,0.0,51
54,35,0.0,508
19,10,0.0,51
54,33,0.0,508
19,11,0.0,51
19,12,0.0,51
54,30,0.0,508
19,13,0.0,51
19,15,0.0,51
19,17,0.0,51
54,24,0.0,508
19,5,0.0,51
19,2,0.0,51
54,22,0.0,508
18,69,0.0,37
18,58,0.0,37
54,63,0.0,508
18,60,0.0,37
18,61,0.0,37
54,60,0.0,508
54,58,0.0,508
18,62,0.0,37
54,56,0.0,508
18,63,0.0,37
54,53,0.0,508
18,64,0.0,37
54,50,0.0,508
18,65,0.0,37
18,67,0.0,37
18,68,0.0,37
19,18,0.0,51
19,21,0.0,51
18,57,0.0,37
19,33,0.0,51
19,35,0.0,51
19,36,0.0,51
19,37,0.0,51
19,38,0.0,51
51,60,0.0,2911
19,40,0.0,51
19,41,0.0,51
51,56,0.0,2911
19,42,0.0,51
19,45,0.0,51
51,53,0.0,2911
19,49,0.0,51
19,50,0.0,51
19,53,0.0,51
19,54,0.0,51
51,65,0.0,2911
51,68,0.0,2911
54,19,0.0,508
19,32,0.0,51
54,18,0.0,508
54,17,0.0,508
54,15,0.0,508
19,22,0.0,51
19,23,0.0,51
54,12,0.0,508
54,11,0.0,508
54,10,0.0,508
54,9,0.0,508
19,24,0.0,51
19,25,0.0,51
54,6,0.0,508
19,26,0.0,51
19,28,0.0,51
19,30,0.0,51
54,65,0.0,508
54,68,0.0,508
19,56,0.0,51
17,67,0.0,179
17,69,0.0,179
55,65,0.0,3727
18,2,0.0,37
18,3,0.0,37
18,5,0.0,37
18,6,0.0,37
55,60,0.0,3727
18,8,0.0,37
18,9,0.0,37
55,56,0.0,3727
18,10,0.0,37
55,53,0.0,3727
18,11,0.0,37
18,12,0.0,37
41,26,0.0,9804
17,68,0.0,179
56,2,0.0,24
18,15,0.0,37
56,3,0.0,24
56,21,0.0,24
56,19,0.0,24
56,18,0.0,24
56,17,0.0,24
56,15,0.0,24
56,14,0.0,24
56,13,0.0,24
56,12,0.0,24
56,11,0.0,24
56,10,0.0,24
56,9,0.0,24
56,8,0.0,24
56,7,0.0,24
56,6,0.0,24
56,5,0.0,24
18,14,0.0,37
18,17,0.0,37
54,69,0.0,508
18,40,0.0,37
55,19,0.0,3727
55,18,0.0,3727
55,15,0.0,3727
18,45,0.0,37
18,47,0.0,37
55,12,0.0,3727
55,11,0.0,3727
18,49,0.0,37
55,9,0.0,3727
18,50,0.0,37
18,51,0.0,37
18,53,0.0,37
18,54,0.0,37
18,55,0.0,37
18,56,0.0,37
18,41,0.0,37
18,37,0.0,37
18,19,0.0,37
55,24,0.0,3727
18,21,0.0,37
18,22,0.0,37
18,24,0.0,37
18,25,0.0,37
18,26,0.0,37
55,37,0.0,3727
18,30,0.0,37
55,35,0.0,3727
18,31,0.0,37
18,32,0.0,37
18,33,0.0,37
18,34,0.0,37
55,30,0.0,3727
18,35,0.0,37
18,36,0.0,37
19,55,0.0,51
19,58,0.0,51
24,26,0.0,36
49,62,0.0,308
49,60,0.0,308
22,56,0.0,351
22,62,0.0,351
49,56,0.0,308
22,63,0.0,351
22,65,0.0,351
49,53,0.0,308
22,68,0.0,351
22,69,0.0,351
23,9,0.0,5150
23,15,0.0,5150
23,19,0.0,5150
23,30,0.0,5150
23,53,0.0,5150
23,56,0.0,5150
22,54,0.0,351
49,63,0.0,308
24,2,0.0,36
22,53,0.0,351
22,37,0.0,351
50,12,0.0,116
50,11,0.0,116
50,10,0.0,116
50,9,0.0,116
50,8,0.0,116
22,40,0.0,351
50,6,0.0,116
22,49,0.0,351
50,3,0.0,116
22,50,0.0,351
49,69,0.0,308
49,68,0.0,308
22,51,0.0,351
49,65,0.0,308
23,65,0.0,5150
49,37,0.0,308
50,15,0.0,116
49,14,0.0,308
49,12,0.0,308
49,11,0.0,308
24,13,0.0,36
49,9,0.0,308
24,14,0.0,36
24,15,0.0,36
49,6,0.0,308
24,17,0.0,36
49,3,0.0,308
24,18,0.0,36
24,19,0.0,36
24,21,0.0,36
24,22,0.0,36
24,23,0.0,36
24,25,0.0,36
49,13,0.0,308
49,15,0.0,308
24,3,0.0,36
49,17,0.0,308
49,35,0.0,308
24,6,0.0,36
49,33,0.0,308
24,8,0.0,36
24,9,0.0,36
49,30,0.0,308
49,28,0.0,308
49,26,0.0,308
24,10,0.0,36
49,24,0.0,308
24,11,0.0,36
49,22,0.0,308
24,12,0.0,36
49,19,0.0,308
49,18,0.0,308
50,14,0.0,116
50,17,0.0,116
19,60,0.0,51
21,24,0.0,1187
21,26,0.0,1187
21,30,0.0,1187
51,12,0.0,2911
51,11,0.0,2911
21,35,0.0,1187
51,9,0.0,2911
21,37,0.0,1187
21,50,0.0,1187
21,53,0.0,1187
21,56,0.0,1187
21,60,0.0,1187
21,62,0.0,1187
50,69,0.0,116
50,68,0.0,116
21,63,0.0,1187
51,15,0.0,2911
51,18,0.0,2911
21,65,0.0,1187
21,19,0.0,1187
19,61,0.0,51
19,62,0.0,51
19,63,0.0,51
19,65,0.0,51
19,68,0.0,51
19,69,0.0,51
21,8,0.0,1187
21,9,0.0,1187
21,10,0.0,1187
21,11,0.0,1187
21,12,0.0,1187
21,14,0.0,1187
51,24,0.0,2911
21,18,0.0,1187
51,22,0.0,2911
50,65,0.0,116
50,63,0.0,116
50,18,0.0,116
22,24,0.0,351
22,26,0.0,351
50,35,0.0,116
22,28,0.0,351
50,33,0.0,116
50,32,0.0,116
50,31,0.0,116
50,30,0.0,116
50,28,0.0,116
50,26,0.0,116
22,30,0.0,351
22,32,0.0,351
22,35,0.0,351
50,22,0.0,116
50,21,0.0,116
50,19,0.0,116
50,37,0.0,116
22,19,0.0,351
50,62,0.0,116
50,41,0.0,116
50,60,0.0,116
22,8,0.0,351
50,57,0.0,116
50,56,0.0,116
22,9,0.0,351
50,54,0.0,116
50,53,0.0,116
22,10,0.0,351
22,11,0.0,351
22,12,0.0,351
50,47,0.0,116
22,14,0.0,351
22,15,0.0,351
22,17,0.0,351
22,18,0.0,351
69,68,0.0,126
